file_id,file_name,content,uploaded_at
225,Program_225.txt,"def roots_of_qad_eq(a:float,b:float,c:float):
    d = b**2-4*a*c
    if d >= 0:
        return (-b+(d)**(1/2))/2*a,(-b-(d)**(1/2))/2*a
    else:
        return None","23-10-2024 10:08"
226,Program_226.txt,"def find_profit_or_loss(cp,sp):
    if cp > sp:
        return 'loss', cp-sp
    elif cp < sp:
        return 'profit', sp-cp
    else:
        return 'no profit or loss', 0","23-10-2024 10:08"
227,Program_227.txt,"def cal_area_rect(length, breadth):
    return length*breadth","23-10-2024 10:08"
228,Program_228.txt,"def cal_area_square(side):
    return side**2","23-10-2024 10:08"
229,Program_229.txt,"def cal_area_rhombus(q1,q2):
    return (q1*q2)/2","23-10-2024 10:08"
230,Program_230.txt,"def cal_area_trapezium(a,b,h):
    return h*(a+b)/2","23-10-2024 10:08"
231,Program_231.txt,"def cal_area_circle(r):
    pi = 3.14
    return pi*r**2","23-10-2024 10:08"
232,Program_232.txt,"def cal_circumference(r):
    pi = 3.14
    return 2*pi*r","23-10-2024 10:08"
233,Program_233.txt,"def cal_perimeter_rect(length, bredth):
    return 2*(length+bredth)","23-10-2024 10:08"
234,Program_234.txt,"def cal_perimeter_triangle(s1,s2,s3):
    return s1+s2+s3","23-10-2024 10:08"
235,Program_235.txt,"def cal_perimeter_square(side):
    return 4*side","23-10-2024 10:08"
236,Program_236.txt,"def cal_perimeter_eq_triangle(a):
    return 3*a","23-10-2024 10:08"
237,Program_237.txt,"def cal_perimeter_iso_triangle(s1,s2):
    return 2*s1+s2","23-10-2024 10:08"
238,Program_238.txt,"def cal_area_ellipse(minor, major):
    pi = 3.14
    return pi*(minor*major)","23-10-2024 10:08"
239,Program_239.txt,"def cal_cylinder_lat_surf_area(height,radius):
    pi=3.14
    return 2*pi*radius*height","23-10-2024 10:08"
240,Program_240.txt,"def cal_cone_curved_surf_area(slant_height,radius):
    pi=3.14
    return pi*radius*slant_height","23-10-2024 10:08"
241,Program_241.txt,"def cal_surface_area_cube(a):
    return 6*(a**2)","23-10-2024 10:08"
242,Program_242.txt,"def cal_surface_area_cuboid(l,b,h):
    return 2*(l*b+b*h+h*l)","23-10-2024 10:08"
243,Program_243.txt,"def cal_area_sphere(radius):
    pi = 3.14
    return 4*pi*(radius**2)","23-10-2024 10:08"
244,Program_244.txt,"def cal_area_hemisphere(radius):
    pi = 3.14
    return 2*pi*(radius**2)","23-10-2024 10:08"
245,Program_245.txt,"def cal_cylinder_surf_area(height,radius):
    pi=3.14
    return 2*pi*radius**2*+2*pi*radius*height","23-10-2024 10:08"
246,Program_246.txt,"def cal_cone_lateral_surf_area(height,radius):
    pi=3.14
    return pi*radius*(((height**2)+(radius**2))**(1/2))","23-10-2024 10:08"
247,Program_247.txt,"def cal_cylinder_volume(height, radius):
    pi=3.14
    return pi*(radius**2)*height","23-10-2024 10:08"
248,Program_248.txt,"def cal_cone_volume(height,radius):
    pi=3.14
    return pi*(radius**2)*height/3","23-10-2024 10:08"
249,Program_249.txt,"def cal_hemisphere_volume(radius:float)->float:
    pi=3.14
    return (2/3)*pi*(radius**3)","23-10-2024 10:08"
250,Program_250.txt,"def cal_sphere_volume(radius:float)->float:
    pi=3.14
    return (4/3)*pi*(radius**3)","23-10-2024 10:08"
251,Program_251.txt,"def cal_cuboid_volume(length:float, breadth:float, height:float)->float:
    return length*breadth*height","23-10-2024 10:08"
252,Program_252.txt,"def cal_cube_volume(side:float)->float:
    return side**3","23-10-2024 10:08"
253,Program_253.txt,"def cal_speed(distance:float,time:float)->float:
    return distance/time","23-10-2024 10:08"
254,Program_254.txt,"def cal_distance(time:float,speed:float)->float:
    return time*speed","23-10-2024 10:08"
255,Program_255.txt,"def cal_time(distance:float,speed:float)->float:
    return distance/speed","23-10-2024 10:08"
256,Program_256.txt,"def cal_torque(force:float,theta:float,r:float)->float:
    import math
    return force*r*math.sin(theta)","23-10-2024 10:08"
257,Program_257.txt,"def cal_angular_velocity(angular_dist:float,time:float)->float:
    return angular_dist/time","23-10-2024 10:08"
258,Program_258.txt,"def cal_focal_length_of_lense(u:float,v:float)->float:
    return (u*v)/(u+v)","23-10-2024 10:08"
259,Program_259.txt,"def cal_gforce(mass1:float,mass2:float, distance:float)->float:
    g = 6.674*(10)**(-11)
    return (g*mass1*mass2)/(distance**2)","23-10-2024 10:08"
260,Program_260.txt,"def cal_current(resistance:float, voltage:float)->float:
    return voltage/resistance","23-10-2024 10:08"
261,Program_261.txt,"def cal_total_cap_in_parallel(cap_list:list)->float:
    return sum(cap_list)","23-10-2024 10:08"
262,Program_262.txt,"def cal_total_res_in_parallel(res_list:list)->float:
    return sum([1/r for r in res_list])","23-10-2024 10:08"
263,Program_263.txt,"def cal_total_res_in_series(res_list:list)->float:
    return sum(res_list)","23-10-2024 10:08"
264,Program_264.txt,"def cal_mi_ring(mass:float,radius:float)->float:
    return mass*(radius**2)","23-10-2024 10:08"
265,Program_265.txt,"def cal_mi_sphere(mass:float,radius:float)->float:
    return (7/5)*mass*(radius**2)","23-10-2024 10:08"
266,Program_266.txt,"def find_pressure_of_ideal_gas(volume:float, temp:float,n:float)->float:
    r = 8.3145","23-10-2024 10:08"
267,Program_267.txt,"gas constant R
    return (n*r*temp)/volume","23-10-2024 10:08"
268,Program_268.txt,"def find_volume_of_ideal_gas(pressure:float, temp:float,n:float)->float:
    r = 8.3145","23-10-2024 10:08"
269,Program_269.txt,"gas constant R
    return (n*r*temp)/pressure","23-10-2024 10:08"
270,Program_270.txt,"def find_temp_of_ideal_gas(pressure:float, volume:float,n:float)->float:
    r = 8.3145","23-10-2024 10:08"
271,Program_271.txt,"gas constant R
    return (pressure*volume)/n*r","23-10-2024 10:08"
272,Program_272.txt,"def cal_final_velocity(initial_velocity:float,accelration:float,time:float)->float:
    return initial_velocity + accelration*time","23-10-2024 10:08"
273,Program_273.txt,"def cal_displacement(initial_velocity:float,accelration:float,time:float)->float:
    return initial_velocity*time + .5*accelration*(time)**2","23-10-2024 10:08"
274,Program_274.txt,"def cal_half_life(initail_quatity:float, time_elapsed:float, half_life:float)->float:
    return initail_quatity*((1/2)**(time_elapsed/half_life))","23-10-2024 10:08"
275,Program_275.txt,"def cal_sp_after_discount(sp:float,discount:float)->float:
    return sp*(1 - discount/100)","23-10-2024 10:08"
276,Program_276.txt,"def get_si(p:float, r:float, t:float)->float:
    return (p*r*t)/100","23-10-2024 10:08"
277,Program_277.txt,"def get_ci(p:float, r:float, t:float, n:float)->float:
    return round(p*((1+(r/(n*100)))**(n*t)) - p,2)","23-10-2024 10:08"
278,Program_278.txt,"def cal_energy_by_mass(mass:float)->float:
    c = 300000
    return mass * (c**2)","23-10-2024 10:08"
279,Program_279.txt,"def cal_ke(mass:float,velocity:float)->float:
    return (mass*(velocity)**2)/2","23-10-2024 10:08"
280,Program_280.txt,"def cal_pe(mass:float,height:float)->float:
    g = 9.8
    return (mass*g*height)","23-10-2024 10:08"
281,Program_281.txt,"def cal_electrostatic_force(q1,q2,d):
    k = 9*(10**9)
    return (k*q1*q2)/(d**2)","23-10-2024 10:08"
282,Program_282.txt,"def cal_density(mass,volume):
    return (mass/volume)","23-10-2024 10:08"
283,Program_283.txt," def temp_converter(temp,temp_given_in = 'f'):","23-10-2024 10:08"
284,Program_284.txt,"Return the converted temprature
    if temp_given_in.lower() == 'f':","23-10-2024 10:08"
285,Program_285.txt,"Convert to C
        return (temp - 32) * (5/9)
    else:","23-10-2024 10:08"
286,Program_286.txt,"Convert to F
        return (temp * 9/5) + 32","23-10-2024 10:08"
287,Program_287.txt,"python code to merge dictionaries
def merge1():
    test_list1 = [{a: 1"""," b"": 4}"""
288,Program_288.txt,"python program for vertical concatenating of mqatrix
def vertical_concatenation():
    test_list = [[this""",is]
289,Program_289.txt,"Python code to Get Kth Column of Matrix
def kth_column(test_list=[[4, 5, 6], [8, 1, 10], [7, 12, 5]],k=2):
    print(The original list is :  + str(test_list))""",
290,Program_290.txt,"python code to print all possible subarrays using recursion
def printSubArrays(arr, start, end):
    if end == len(arr):
        return
    elif start > end:
        return printSubArrays(arr, 0, end + 1)
    else:
        print(arr[start:end + 1])
        return printSubArrays(arr, start + 1, end)
arr = [1, 2, 3]
printSubArrays(arr, 0, 0)","23-10-2024 10:08"
291,Program_291.txt,"Python Program to find sum of nested list using Recursion
total = 0
def sum_nestedlist(l):
    global total
    for j in range(len(l)):
        if type(l[j]) == list:
            sum_nestedlist(l[j])
        else:
            total += l[j]
sum_nestedlist([[1, 2, 3], [4, [5, 6]], 7])
print(total)","23-10-2024 10:08"
292,Program_292.txt,"python program to find power of number using recursion
def power(N, P):
    if (P == 0 or P == 1):
        return N
    else:
        return (N * power(N, P - 1))
print(power(5, 2))","23-10-2024 10:08"
293,Program_293.txt,"python program to Filter String with substring at specific position
def f_substring():
    test_list = ['program ', 'to', 'filter', 'for', 'substring']
    print(The original list is :  + str(test_list))""",
294,Program_294.txt,"python code to remove punctuation from the string
def r_punc():
    test_str = end"," is best : for ! Nlp ;"""
296,Program_296.txt,"Python program to implement Gnome Sort
def gnomeSort(arr, n):
    index = 0
    while index < n:
        if index == 0:
            index = index + 1
        if arr[index] >= arr[index - 1]:
            index = index + 1
        else:
            arr[index], arr[index - 1] = arr[index - 1], arr[index]
            index = index - 1
    return arr
arr = [34, 2, 10, -9]
n = len(arr)
arr = gnomeSort(arr, n)
print(Sorted seqquence after applying Gnome Sort :)""",
297,Program_297.txt,"Python program to implement Pigeonhole Sort */
def pigeonhole_sort(a):
    my_min = min(a)
    my_max = max(a)
    size = my_max - my_min + 1
    holes = [0] * size
    for x in a:
        assert type(x) is int, integers only please""",
298,Program_298.txt,"python program to implement stooge sort
def stoogesort(arr, l, h):
    if l >= h:
        return
    if arr[l] > arr[h]:
        t = arr[l]
        arr[l] = arr[h]
        arr[h] = t
    if h - l + 1 > 2:
        t = (int)((h - l + 1) / 3)
        stoogesort(arr, l, (h - t))
        stoogesort(arr, l + t, (h))
        stoogesort(arr, l, (h - t))
arr = [2, 4, 5, 3, 1]
n = len(arr)
stoogesort(arr, 0, n - 1)
for i in range(0, n):
    print(arr[i], end= \' \')","23-10-2024 10:08"
299,Program_299.txt,"Python program to find the  difference between two times
def difference(h1, m1, h2, m2):
    t1 = h1 * 60 + m1
    t2 = h2 * 60 + m2
    if (t1 == t2):
        print(Both are same times)""",
300,Program_300.txt,"Python program to convert time from 12 hour to 24 hour format
def convert24(str1):
    if str1[-2:] == AM and str1[:2] == ""12"":""",
301,Program_301.txt,"Python 3 program to find time for a given angle.
def calcAngle(hh, mm):
    hour_angle = 0.5 * (hh * 60 + mm)
    minute_angle = 6 * mm
    angle = abs(hour_angle - minute_angle)
    angle = min(360 - angle, angle)
    return angle","23-10-2024 10:08"
302,Program_302.txt,"python function to print all time when angle between hour hand and minute
def printTime(theta):
    for hh in range(0, 12):
        for mm in range(0, 60):
            if (calcAngle(hh, mm) == theta):
                print(hh, :"""," mm"
303,Program_303.txt,"def counter(fn):
    count = 0
    def inner(*args, **kwargs):
        nonlocal count
        count += 1
        print(f'Function {fn.__name__} was called {count} times.')
        return fn(*args"," **kwargs)    "
304,Program_304.txt,"def remove_duplicatesinlist(lst):
    return len(lst) == len(set(lst))","23-10-2024 10:08"
305,Program_305.txt,"def timed(fn):
    from time import perf_counter
    from functools import wraps
    @wraps(fn) 
    def inner(*args, **kwargs):
        start = perf_counter()
        result = fn(*args, **kwargs)
        end = perf_counter()
        elapsed = end - start
        args_ = [str(a) for a in args]
        kwargs_ = ['{0}={1}'.format(k, v) for k, v in kwargs.items()]
        all_args = args_ + kwargs_
        args_str = ','.join(all_args)","23-10-2024 10:08"
306,Program_306.txt,"now it is comma delimited
        print(f'{fn.__name__}({args_str}) took {elapsed} seconds')
        return result","23-10-2024 10:08"
307,Program_307.txt,"inner = wraps(fn)(inner)
    return inner","23-10-2024 10:08"
308,Program_308.txt,"input_string = input(Enter a list element separated by space )""",
309,Program_309.txt,"def stringlist_to_intlist(sList): 
  return(list(map(int, sList)))","23-10-2024 10:08"
310,Program_310.txt,"def map_values(*args):
  return set(zip(*args))","23-10-2024 10:08"
311,Program_311.txt,"def nextSquare(): 
    i = 1;","23-10-2024 10:08"
312,Program_312.txt,"An Infinite loop to generate squares  
    while True: 
        yield i*i                 
        i += 1","23-10-2024 10:08"
313,Program_313.txt,"def fib(limit):","23-10-2024 10:08"
314,Program_314.txt,"Initialize first two Fibonacci Numbers  
    a, b = 0, 1","23-10-2024 10:08"
315,Program_315.txt,"One by one yield next Fibonacci Number 
    while a < limit: 
        yield a 
        a, b = b, a + b","23-10-2024 10:08"
316,Program_316.txt,"userInput = input(Enter a tuple:)""",
317,Program_317.txt,"def find_evennumbers(input_list):
  list_using_comp = [var for var in input_list if var % 2 == 0] 
  return list_using_comp","23-10-2024 10:08"
318,Program_318.txt,"def dict_using_comp(list1, list2):
  dict_using_comp = {key:value for (key, value) in zip(list1, list2)} 
  return dict_using_comp","23-10-2024 10:08"
319,Program_319.txt,"def profanitytextfile():
    url = https://github.com/RobertJGabriel/Google-profanity-words/blob/master/list.txt""",
320,Program_320.txt,"bigChar = lambda word: reduce(lambda x,y: x if ord(x) > ord(y) else y, word)","23-10-2024 10:08"
321,Program_321.txt,"def heapsort(iterable):
    from heapq import heappush, heappop
    h = []
    for value in iterable:
        heappush(h, value)
    return [heappop(h) for i in range(len(h))]","23-10-2024 10:08"
322,Program_322.txt,"def take(n, iterable):    
    import itertools
    return list(itertools.islice(iterable, n))","23-10-2024 10:08"
323,Program_323.txt,"def prepend(value, iterator):    
    import itertools
    return itertools.chain([value], iterator)","23-10-2024 10:08"
324,Program_324.txt,"def tail(n, iterable):    
    from collections import deque
    return iter(deque(iterable, maxlen=n))","23-10-2024 10:08"
325,Program_325.txt,"def consume(iterator, n=None):
    import itertools
    from collections import deque
    Advance the iterator n-steps ahead. If n is None"," consume entirely."""""
326,Program_326.txt,"Use functions that consume iterators at C speed.
    if n is None:","23-10-2024 10:08"
327,Program_327.txt,"feed the entire iterator into a zero-length deque
        deque(iterator, maxlen=0)
    else:","23-10-2024 10:08"
328,Program_328.txt,"advance to the empty slice starting at position n
        next(itertools.islice(iterator, n, n), None)","23-10-2024 10:08"
329,Program_329.txt,"def nth(iterable, n, default=None):
    from itertools import islice
    return next(islice(iterable, n, None), default)","23-10-2024 10:08"
330,Program_330.txt,"def all_equal(iterable):
    from itertools import groupby
    g = groupby(iterable)
    return next(g, True) and not next(g, False)","23-10-2024 10:08"
331,Program_331.txt,"def quantify(iterable, pred=bool):
    return sum(map(pred, iterable))","23-10-2024 10:08"
332,Program_332.txt,"def pad_none(iterable):
    Returns the sequence elements and then returns None indefinitely.""",
333,Program_333.txt,"def ncycles(iterable, n):
    from itertools import chain, repeat
    return chain.from_iterable(repeat(tuple(iterable), n))","23-10-2024 10:08"
334,Program_334.txt,"def dotproduct(vec1, vec2):
    return sum(map(operator.mul, vec1, vec2))","23-10-2024 10:08"
335,Program_335.txt,"def flatten(list_of_lists):
    from itertools import chain
    return chain.from_iterable(list_of_lists)","23-10-2024 10:08"
336,Program_336.txt,"def repeatfunc(func, times=None, *args):
    from itertools import starmap, repeat
    if times is None:
        return starmap(func, repeat(args))
    return starmap(func, repeat(args, times))","23-10-2024 10:08"
337,Program_337.txt,"def pairwise(iterable):
    from itertools import tee
    a, b = tee(iterable)
    next(b, None)
    return zip(a, b)","23-10-2024 10:08"
338,Program_338.txt,"def grouper(iterable, n, fillvalue=None):
    from itertools import zip_longest","23-10-2024 10:08"
339,Program_339.txt,"grouper('ABCDEFG', 3, 'x') --> ABC DEF Gxx",
340,Program_340.txt,"write a python program to create round robin algorithm: roundrobin('ABC'"," 'D'"
341,Program_341.txt,"Recipe credited to George Sakkis
    num_active = len(iterables)
    nexts = cycle(iter(it).__next__ for it in iterables)
    while num_active:
        try:
            for next in nexts:
                yield next()
        except StopIteration:","23-10-2024 10:08"
342,Program_342.txt,"Remove the iterator we just exhausted from the cycle.
            num_active -= 1
            nexts = cycle(islice(nexts, num_active))","23-10-2024 10:08"
343,Program_343.txt,"def partition(pred, iterable):
    from itertools import filterfalse, tee","23-10-2024 10:08"
344,Program_344.txt,"partition(is_odd, range(10)) --> 0 2 4 6 8   and  1 3 5 7 9
    t1, t2 = tee(iterable)
    return filterfalse(pred, t1), filter(pred, t2)","23-10-2024 10:08"
345,Program_345.txt,"def powerset(iterable):
    powerset([1",2
346,Program_346.txt,"def unique_everseen(iterable, key=None):
    from itertools import filterfalse","23-10-2024 10:08"
347,Program_347.txt,"unique_everseen('AAAABBBCCDAABBB') --> A B C D","23-10-2024 10:08"
348,Program_348.txt,"unique_everseen('ABBCcAD', str.lower) --> A B C D
    seen = set()
    seen_add = seen.add
    if key is None:
        for element in filterfalse(seen.__contains__, iterable):
            seen_add(element)
            yield element
    else:
        for element in iterable:
            k = key(element)
            if k not in seen:
                seen_add(k)
                yield element","23-10-2024 10:08"
349,Program_349.txt,"write a python function to list unique elements, preserving order remembering only the element just seen.",
350,Program_350.txt,"unique_justseen('AAAABBBCCDAABBB') --> A B C D A B","23-10-2024 10:08"
351,Program_351.txt,"unique_justseen('ABBCcAD', str.lower) --> A B C A D
    return map(next, map(operator.itemgetter(1), groupby(iterable, key)))","23-10-2024 10:08"
352,Program_352.txt,"def iter_except(func, exception, first=None):
    Converts a call-until-exception interface to an iterator interface.""",
353,Program_353.txt,"non-blocking set iterator
    """,
354,Program_354.txt,"For database APIs needing an initial cast to db.first()
        while True:
            yield func()
    except exception:
        pass","23-10-2024 10:08"
355,Program_355.txt,"def random_product(*args, repeat=1):
    import random
    pools = [tuple(pool) for pool in args] * repeat
    return tuple(map(random.choice, pools))","23-10-2024 10:08"
356,Program_356.txt,"def random_permutation(iterable, r=None):
    import random
    pool = tuple(iterable)
    r = len(pool) if r is None else r
    return tuple(random.sample(pool, r))","23-10-2024 10:08"
357,Program_357.txt,"def random_combination(iterable, r):
    import random
    pool = tuple(iterable)
    n = len(pool)
    indices = sorted(random.sample(range(n), r))
    return tuple(pool[i] for i in indices)","23-10-2024 10:08"
358,Program_358.txt,"def random_combination_with_replacement(iterable, r):
    import random
    pool = tuple(iterable)
    n = len(pool)
    indices = sorted(random.choices(range(n), k=r))
    return tuple(pool[i] for i in indices)","23-10-2024 10:08"
359,Program_359.txt,"def index(a, x):
    from bisect import bisect_left    
    i = bisect_left(a, x)
    if i != len(a) and a[i] == x:
        return i
    raise ValueError","23-10-2024 10:08"
360,Program_360.txt,"def find_lt(a, x):
    from bisect import bisect_left  
    i = bisect_left(a, x)
    if i:
        return a[i-1]
    raise ValueError","23-10-2024 10:08"
361,Program_361.txt,"def find_le(a, x):
    from bisect import bisect_right  
    i = bisect_right(a, x)
    if i:
        return a[i-1]
    raise ValueError","23-10-2024 10:08"
362,Program_362.txt,"def find_gt(a, x):
    from bisect import bisect_right 
    i = bisect_right(a, x)
    if i != len(a):
        return a[i]
    raise ValueError","23-10-2024 10:08"
363,Program_363.txt,"def find_ge(a, x):
    from bisect import bisect_left 
    i = bisect_left(a, x)
    if i != len(a):
        return a[i]
    raise ValueError","23-10-2024 10:08"
364,Program_364.txt,"def grade(score, breakpoints=[60, 70, 80, 90], grades='FDCBA'):
    from bisect import bisect
    i = bisect(breakpoints, score)
    return grades[i]","23-10-2024 10:08"
365,Program_365.txt,"import re
text = input(Enter a string: )""",
366,Program_366.txt,"def read_csv(filename):
    import csv
    with open(filename, newline='') as f:
        reader = csv.reader(f)
        for row in reader:
            print(row)","23-10-2024 10:08"
367,Program_367.txt,"test_list = [4, 5, 8, 9, 10] 
list(zip(range(len(test_list)), test_list))","23-10-2024 10:08"
368,Program_368.txt,"def split(word): 
    return [char for char in word]","23-10-2024 10:08"
369,Program_369.txt,"def pickle_data(data, pickle_file):
  import pickle
  with open(pickle_file, 'wb') as f:
      pickle.dump(data, f, pickle.HIGHEST_PROTOCOL)
  return None","23-10-2024 10:08"
370,Program_370.txt,"def load_pickle_data(pickle_file):
  import pickle
  with open(pickle_file, 'rb') as f:
      data = pickle.load(f)
  return data","23-10-2024 10:08"
371,Program_371.txt,"def add_even_odd_list(l1:list,l2:list)-> list:
    return [a+b for a,b in zip(l1,l2) if a%2==0 and b%2!=0]","23-10-2024 10:08"
372,Program_372.txt,"def strip_vowels(input_str:str)->str:
    vowels = ['a', 'e', 'i', 'o', 'u', 'A', 'E', 'I', 'O', 'U' ]
    return ''.join(list(filter(lambda x: x not in vowels, input_str)))","23-10-2024 10:08"
373,Program_373.txt,"def relu_list(input_list:list)->list:
    return [(lambda x: x if x >= 0 else 0)(x) for x in input_list]","23-10-2024 10:08"
374,Program_374.txt,"def factorial(n):
    if n == 0 or n ==1:
        return 1
    else:
        return n*factorial(n-1)","23-10-2024 10:08"
375,Program_375.txt,"def list_length(l):
    return len(l)","23-10-2024 10:08"
376,Program_376.txt,"def biggest_no(l:list)->int:
    sorted(l)","23-10-2024 10:08"
377,Program_377.txt,"def print_repeatnstring(text:str, n:int)-> str:
    return text*n","23-10-2024 10:08"
378,Program_378.txt,"def merge_lists(l1:list, l2:list):
    return list(zip(l1,l2))","23-10-2024 10:08"
379,Program_379.txt,"def merge_lists(l1:list, l2:list):
    return list(zip(l1,l2))","23-10-2024 10:08"
380,Program_380.txt,"def append_lists(l1:list, l2:list)->list:
    return l1.extend(l2)","23-10-2024 10:08"
381,Program_381.txt,"def reverse_list(l1:list)->list:
    return l1[::-1]","23-10-2024 10:08"
382,Program_382.txt,"def adds_listelements(l1:list, l2:list):
    return [i+j for i, j in zip(l1,l2)]","23-10-2024 10:08"
383,Program_383.txt,"def sub_listelements(l1:list, l2:list):
    return [i-j for i, j in zip(l1,l2)]","23-10-2024 10:08"
384,Program_384.txt,"def adds_listevenelements(l1:list, l2:list):
    return [i+j for i, j in zip(l1,l2) if i*j%2 == 0]","23-10-2024 10:08"
385,Program_385.txt,"def adds_listoddelements(l1:list, l2:list):
    return [i*j for i, j in zip(l1,l2) if i*j%2 == 1]","23-10-2024 10:08"
386,Program_386.txt,"def n_power(l1:list, power:int)->list:
    return [i**power for i in l1]","23-10-2024 10:08"
387,Program_387.txt,"def Fibonacci(n:int)-> int:
    if n==1:
        fibonacci = 0
    elif n==2:
        fibonacci = 1
    else:
        fibonacci = Fibonacci(n-1) + Fibonacci(n-2)
    return fibonacci","23-10-2024 10:08"
388,Program_388.txt,"def sin(x:float) -> float:
    import math
    return math.sin(x)","23-10-2024 10:08"
389,Program_389.txt,"def derivative_sin(x:float)-> float:
    import math
    return math.cos(x)","23-10-2024 10:08"
390,Program_390.txt,"def tan(x:float) -> float:
    import math
    return math.tan(x)","23-10-2024 10:08"
391,Program_391.txt,"def derivative_tan(x:float)-> float:
    import math
    return (1/math.cos(x))**2","23-10-2024 10:08"
392,Program_392.txt,"def cos(x:float) -> float:
    import math
    return math.cos(x)","23-10-2024 10:08"
393,Program_393.txt,"def derivative_cos(x:float)-> float:
    import math
    return -(math.sin(x))","23-10-2024 10:08"
394,Program_394.txt,"def exp(x) -> float:
    import math
    return math.exp(x)","23-10-2024 10:08"
395,Program_395.txt,"def derivative_exp(x:float) -> float:
    import math
    return math.exp(x)","23-10-2024 10:08"
396,Program_396.txt,"def log(x:float)->float:
    import math
    return math.log(x)","23-10-2024 10:08"
397,Program_397.txt,"def derivative_log(x:float)->float:
    return (1/x)","23-10-2024 10:08"
398,Program_398.txt,"def relu(x:float) -> float:
    x = 0 if x < 0 else x
    return x","23-10-2024 10:08"
399,Program_399.txt,"def derivative_relu(x:float) -> float:
    x = 1 if x > 0 else 0
    return x","23-10-2024 10:08"
400,Program_400.txt,"def clear_memory():
    import gc
    gc.collect()","23-10-2024 10:08"
401,Program_401.txt,"def time_it(fn, *args, repetitons= 1, **kwargs):
    import time
    total_time = []
    for _ in range(repetitons):
        start_time = time.perf_counter()
        fn(*args,**kwargs)
        end_time = time.perf_counter()
        ins_time = end_time - start_time
        total_time.append(ins_time)
    return sum(total_time)/len(total_time)","23-10-2024 10:08"
402,Program_402.txt,"def check_value(d:dict, value)->bool:
    return any(v == value for v in dict.values())","23-10-2024 10:08"
403,Program_403.txt,"def count_value(d:dict, value)->bool:
    return list(v == value for v in dict.values()).count(True)","23-10-2024 10:08"
404,Program_404.txt,"def check_listvalue(l:list, value)->bool:
    return value in l","23-10-2024 10:08"
405,Program_405.txt,"def check_tuplevalue(l:tuple, value)->bool:
    return value in l","23-10-2024 10:08"
406,Program_406.txt,"def str_lowercase(s:str):
    return s.lower()","23-10-2024 10:08"
407,Program_407.txt,"def str_uppercase(s:str):
    return s.upper()","23-10-2024 10:08"
408,Program_408.txt,"def clean_str(s):
    import re
    return re.sub('[^A-Za-z0-9]+', '', s)","23-10-2024 10:08"
409,Program_409.txt,"def ascending_sort(l:list):
    sorted(l, reverse=False)","23-10-2024 10:08"
410,Program_410.txt,"def descending_sort(l:list):
    sorted(l, reverse=True)","23-10-2024 10:08"
411,Program_411.txt,"def descending_dict_valuesort(d:dict):
    return {key: val for key, val in sorted(d.items(), reverse=True, key = lambda ele: ele[1])}","23-10-2024 10:08"
412,Program_412.txt,"def ascending_dict_valuesort(d:dict):
    return {key: val for key, val in sorted(d.items(), key = lambda ele: ele[1])}","23-10-2024 10:08"
413,Program_413.txt,"def descending_dict_keysort(d:dict):
    return {key: val for key, val in sorted(d.items(), reverse=True, key = lambda ele: ele[0])}","23-10-2024 10:08"
414,Program_414.txt,"def ascending_dict_keysort(d:dict):
    return {key: val for key, val in sorted(d.items(), key = lambda ele: ele[0])}","23-10-2024 10:08"
415,Program_415.txt,"def replace_values(s:str, old, new)->str:
    s.replace(old, new)","23-10-2024 10:08"
416,Program_416.txt,"def join_elements(l:list)-> str:
    return (''.join(str(l)))","23-10-2024 10:08"
417,Program_417.txt,"def split_elements(s:str, seperator)-> list:
    return s.split(seperator)","23-10-2024 10:08"
418,Program_418.txt,"def sum_elements(l:list):
    return sum(l)","23-10-2024 10:08"
419,Program_419.txt,"def sum_even_elements(l:list):
    return sum([i for i in l if i%2==0])","23-10-2024 10:08"
420,Program_420.txt,"def sum_odd_elements(l:list):
    return sum([i for i in l if i%2==1])","23-10-2024 10:08"
421,Program_421.txt,"1 write a program to reverse a list 
lst = [11, 5, 17, 18, 23]
def reverse(lst): 
    new_lst = lst[::-1] 
    return new_lst","23-10-2024 10:08"
422,Program_422.txt,"2 write a program to find sum of elements in list
list1 = [11, 5, 17, 18, 23]
total = sum(list1)
print(Sum of all elements in given list: """," total)"""
423,Program_423.txt,"3 write a program to find the largest number in a list 
list1 = [10, 20, 4, 45, 99] 
list1.sort() 
print(Largest element is:"""," list1[-1])"""
424,Program_424.txt,"4 write a program to print Even Numbers in a List 
list1 = [10, 21, 4, 45, 66, 93] 
for num in list1: 
    if num % 2 == 0: 
       print(num, end =  )""""","23-10-2024 10:08"
425,Program_425.txt,"5 write a program to print negative Numbers in given range 
start, end = -4, 19
for num in range(start, end + 1): 
    if num < 0: 
        print(num, end =  )""""","23-10-2024 10:08"
426,Program_426.txt,"6 write a program to remove empty List from List using list comprehension 
test_list = [5, 6, [], 3, [], [], 9] 
print(The original list is :  + str(test_list)) """,
427,Program_427.txt,"7 write a  program to remove empty tuples from a list of tuples 
def Remove(tuples): 
    tuples = filter(None, tuples) 
    return tuples","23-10-2024 10:08"
428,Program_428.txt,"Driver Code 
tuples = [(), ('ram','15','8'), (), ('laxman', 'sita'),  
          ('krishna', 'akbar', '45'), ('',''),()] 
print Remove(tuples)","23-10-2024 10:08"
429,Program_429.txt,"8 write a program to break a list into chunks of size N
l = [1, 2, 3, 4, 5, 6, 7, 8, 9]  
n = 4 
x = [l[i:i + n] for i in range(0, len(l), n)]  
print(x)","23-10-2024 10:08"
